番剧名称,评分,播放量,追番人数,弹幕总数,评分人数,类型,是否为大会员
甜蜜声优,9.2,143872,18379,3517,133,萌系|日常|治愈,0
海獭波乐 3rd,9,858271,73993,4736,255,治愈,0
紫音之王,9.3,270184,18023,5123,100,运动|治愈|热血,0
公主候补生佑希,9.4,198665,17938,4301,112,治愈,0
藍海少女～advance～（僅限台灣地區）,9.1,44788,35511,1497,114,治愈|漫画改,0
浪漫追星社,9.4,75471,18262,1506,187,治愈|日常|社团,0
东之伊甸II -Paradise Lost,8.7,226280,174544,4113,177,奇幻|智斗|治愈,0
英国恋物语艾玛 第二幕,9.5,799483,60292,31864,127,恋爱|治愈,0
时光钟摆,9.7,107570,14459,473,524,治愈,0
声声相对论,9.7,388799,14333,3766,636,原创|搞笑|治愈|声控,0
宝石宠物 Sunshine（第三季）,7.4,400038,109147,5846,104,萌系|治愈|魔法,0
我的女神 小不隆咚便利多多,9.6,198298,253070,2944,114,时泪|治愈|奇幻,0
海獭波乐 5th,9.6,823132,73993,2384,341,漫画改|治愈,0
向阳素描 沙英・寻 毕业篇,9.6,30372,109424,748,172,搞笑|日常|治愈,0
海獭波乐 4th,9.4,1009754,73993,3595,355,漫画改|治愈,0
向阳素描 特别篇,9.3,288168,109424,13799,107,萌系|日常|治愈,0
